0.813,0.548,0.495,0.543,0.487,0.516,0.527,0.49
0.574,0.79,0.561,0.575,0.504,0.525,0.557,0.522
0.478,0.564,0.807,0.611,0.549,0.563,0.566,0.633
0.544,0.549,0.616,0.876,0.54,0.573,0.547,0.667
0.499,0.513,0.574,0.545,0.904,0.538,0.533,0.577
0.503,0.504,0.548,0.544,0.499,0.701,0.539,0.538
0.555,0.584,0.593,0.544,0.546,0.584,0.807,0.537
0.505,0.568,0.702,0.706,0.545,0.587,0.569,0.782
